ruta,organos_totales,organos_fuera_isquemia,tiempo_medio_min,incidencias
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario General de Villalba,4.0,2.0,56.0,2.0
Hospital Universitario del Henares â†’ Hospital La Fuenfría,3.0,2.0,324.0,2.0
Hospital La Fuenfría â†’ Hospital Universitario Príncipe de Asturias,2.0,2.0,7404.5,2.0
Hospital Universitario de Torrejón â†’ Hospital El Escorial,2.0,2.0,9391.5,2.0
Hospital La Fuenfría â†’ Hospital Central de la Cruz Roja San José y Santa Adela,3.0,1.0,38.0,1.0
Hospital La Fuenfría â†’ Hospital Universitario Infanta Elena,3.0,1.0,38.0,1.0
Hospital La Fuenfría â†’ Hospital Universitario del Sureste,3.0,1.0,32.666666666666664,1.0
Hospital La Fuenfría â†’ Hospital Universitario José Germain,2.0,1.0,21.5,1.0
Hospital Universitario General de Villalba â†’ Hospital Universitario Infanta Cristina,2.0,1.0,20.0,1.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Asociado Universitario Guadarrama,2.0,1.0,21.5,1.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario Puerta de Hierro Majadahonda,2.0,1.0,1029.0,1.0
Hospital Universitario Rey Juan Carlos â†’ Hospital La Fuenfría,2.0,1.0,1184.0,1.0
Hospital Universitario de Torrejón â†’ Hospital Universitario General de Villalba,2.0,1.0,5979.5,1.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Universitario Infanta Elena,1.0,1.0,0.0,1.0
Hospital Universitario General de Villalba â†’ Hospital Universitario Fundación Alcorcón,1.0,1.0,0.0,1.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario José Germain,1.0,1.0,0.0,1.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Universitario Dr. Rodríguez Lafora,7.0,0.0,8.285714285714286,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Carlos III,7.0,0.0,12.714285714285714,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Universitario Infanta Cristina,7.0,0.0,17.142857142857142,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Universitario José Germain,7.0,0.0,16.428571428571427,0.0
Hospital Universitario de Getafe â†’ Hospital Universitario Fundación Jiménez Díaz,7.0,0.0,14.0,0.0
Hospital Universitario de Getafe â†’ Hospital Universitario de Fuenlabrada,7.0,0.0,9.285714285714286,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Universitario General de Villalba,6.0,0.0,5.833333333333333,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Clínico San Carlos,6.0,0.0,4.666666666666667,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Universitario Príncipe de Asturias,6.0,0.0,25.5,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Universitario de Getafe,6.0,0.0,15.333333333333334,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Universitario Dr. Rodríguez Lafora,6.0,0.0,14.5,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital General Universitario Gregorio Marañón,6.0,0.0,14.333333333333334,0.0
Hospital Universitario Santa Cristina â†’ Hospital Universitario Infanta Sofía,6.0,0.0,16.833333333333332,0.0
Hospital Universitario de Getafe â†’ Hospital Central de la Cruz Roja San José y Santa Adela,6.0,0.0,15.833333333333334,0.0
Hospital Universitario de Getafe â†’ Hospital Infantil Universitario Niño Jesús,6.0,0.0,14.666666666666666,0.0
Hospital Universitario de Getafe â†’ Hospital Universitario Fundación Alcorcón,6.0,0.0,11.166666666666666,0.0
Hospital Universitario del Henares â†’ Hospital Universitario de La Princesa,6.0,0.0,16.833333333333332,0.0
Hospital Universitario del Sureste â†’ Hospital Central de la Cruz Roja San José y Santa Adela,6.0,0.0,25.333333333333332,0.0
Hospital Cantoblanco â†’ Hospital Universitario Fundación Jiménez Díaz,5.0,0.0,11.6,0.0
Hospital Cantoblanco â†’ Hospital Universitario Infanta Sofía,5.0,0.0,13.5,0.0
Hospital Cantoblanco â†’ Hospital Universitario La Paz,5.0,0.0,14.6,0.0
Hospital Carlos III â†’ Hospital Clínico San Carlos,5.0,0.0,10.0,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital La Fuenfría,5.0,0.0,44.6,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Infantil Universitario Niño Jesús,5.0,0.0,4.6,0.0
Hospital Infantil Universitario Niño Jesús â†’ Hospital Universitario Infanta Sofía,5.0,0.0,15.8,0.0
Hospital La Fuenfría â†’ Hospital Central de la Defensa Gómez Ulla,5.0,0.0,41.0,0.0
Hospital La Fuenfría â†’ Hospital General Universitario Gregorio Marañón,5.0,0.0,40.6,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Clínico San Carlos,5.0,0.0,15.0,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Universitario Infanta Elena,5.0,0.0,18.4,0.0
Hospital Universitario General de Villalba â†’ Hospital Asociado Universitario Guadarrama,5.0,0.0,7.4,0.0
Hospital Universitario General de Villalba â†’ Hospital Virgen de la Torre,5.0,0.0,35.6,0.0
Hospital Universitario Infanta Cristina â†’ Hospital La Fuenfría,5.0,0.0,45.6,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Universitario de Móstoles,5.0,0.0,11.6,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Carlos III,5.0,0.0,11.8,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Central de la Cruz Roja San José y Santa Adela,5.0,0.0,14.4,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Central de la Defensa Gómez Ulla,5.0,0.0,23.2,0.0
Hospital Universitario La Paz â†’ Hospital Universitario Rey Juan Carlos,5.0,0.0,20.8,0.0
Hospital Universitario La Paz â†’ Hospital Universitario del Sureste,5.0,0.0,24.8,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario Fundación Alcorcón,5.0,0.0,56.2,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario Rey Juan Carlos,5.0,0.0,9.6,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Carlos III,5.0,0.0,3.6,0.0
Hospital Universitario Rey Juan Carlos â†’ Hospital General Universitario Gregorio Marañón,5.0,0.0,16.6,0.0
Hospital Universitario Santa Cristina â†’ Hospital La Fuenfría,5.0,0.0,219.8,0.0
Hospital Universitario Severo Ochoa â†’ Hospital El Escorial,5.0,0.0,36.2,0.0
Hospital Universitario Severo Ochoa â†’ Hospital La Fuenfría,5.0,0.0,47.4,0.0
Hospital Universitario Severo Ochoa â†’ Hospital Universitario Príncipe de Asturias,5.0,0.0,38.8,0.0
Hospital Universitario Severo Ochoa â†’ Hospital Virgen de la Torre,5.0,0.0,14.0,0.0
Hospital Universitario de Getafe â†’ Hospital Universitario del Henares,5.0,0.0,21.0,0.0
Hospital Universitario de La Princesa â†’ Hospital Universitario José Germain,5.0,0.0,13.0,0.0
Hospital Universitario de Móstoles â†’ Hospital Universitario Ramón y Cajal,5.0,0.0,24.4,0.0
Hospital Universitario de Móstoles â†’ Hospital Universitario Rey Juan Carlos,5.0,0.0,13.2,0.0
Hospital Universitario de Móstoles â†’ Hospital Universitario del Henares,5.0,0.0,31.0,0.0
Hospital Universitario de Torrejón â†’ Hospital Universitario del Sureste,5.0,0.0,26.0,0.0
Hospital Universitario del Sureste â†’ Hospital Clínico San Carlos,5.0,0.0,25.8,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario Fundación Alcorcón,5.0,0.0,34.25,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Cantoblanco,4.0,0.0,28.0,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Virgen de la Torre,4.0,0.0,43.0,0.0
Hospital Cantoblanco â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,15.5,0.0
Hospital Cantoblanco â†’ Hospital Universitario Infanta Leonor,4.0,0.0,18.25,0.0
Hospital Cantoblanco â†’ Hospital Universitario Príncipe de Asturias,4.0,0.0,22.0,0.0
Hospital Cantoblanco â†’ Hospital Universitario de La Princesa,4.0,0.0,13.25,0.0
Hospital Carlos III â†’ Hospital Universitario de Fuenlabrada,4.0,0.0,19.75,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Enfermera Isabel Zendal,4.0,0.0,10.0,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Universitario 12 de Octubre,4.0,0.0,6.5,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Universitario de Getafe,4.0,0.0,18.75,0.0
Hospital Clínico San Carlos â†’ Hospital Universitario General de Villalba,4.0,0.0,29.25,0.0
Hospital El Escorial â†’ Hospital Clínico San Carlos,4.0,0.0,27.75,0.0
Hospital El Escorial â†’ Hospital Universitario del Sureste,4.0,0.0,47.75,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,11.25,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Central de la Defensa Gómez Ulla,4.0,0.0,17.75,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario Infanta Sofía,4.0,0.0,14.0,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario Rey Juan Carlos,4.0,0.0,23.5,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario de Getafe,4.0,0.0,22.25,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario del Sureste,4.0,0.0,25.25,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,6.5,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital El Escorial,4.0,0.0,34.5,0.0
Hospital La Fuenfría â†’ Hospital Infantil Universitario Niño Jesús,4.0,0.0,41.75,0.0
Hospital La Fuenfría â†’ Hospital Universitario General de Villalba,4.0,0.0,16.0,0.0
Hospital La Fuenfría â†’ Hospital Universitario Infanta Leonor,4.0,0.0,48.0,0.0
Hospital La Fuenfría â†’ Hospital Universitario Puerta de Hierro Majadahonda,4.0,0.0,35.75,0.0
Hospital La Fuenfría â†’ Hospital Universitario Severo Ochoa,4.0,0.0,46.5,0.0
Hospital La Fuenfría â†’ Hospital Universitario de Torrejón,4.0,0.0,50.5,0.0
Hospital Universitario 12 de Octubre â†’ Hospital General Universitario Gregorio Marañón,4.0,0.0,8.25,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Cantoblanco,4.0,0.0,21.5,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Carlos III,4.0,0.0,18.75,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Universitario La Paz,4.0,0.0,18.0,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Asociado Universitario Guadarrama,4.0,0.0,29.25,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Universitario Infanta Elena,4.0,0.0,21.5,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Virgen de la Torre,4.0,0.0,10.25,0.0
Hospital Universitario General de Villalba â†’ Hospital Infantil Universitario Niño Jesús,4.0,0.0,30.0,0.0
Hospital Universitario General de Villalba â†’ Hospital Universitario Príncipe de Asturias,4.0,0.0,45.0,0.0
Hospital Universitario General de Villalba â†’ Hospital Universitario de Torrejón,4.0,0.0,41.75,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Central de la Defensa Gómez Ulla,4.0,0.0,18.0,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Enfermera Isabel Zendal,4.0,0.0,24.25,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Universitario José Germain,4.0,0.0,10.5,0.0
Hospital Universitario Infanta Elena â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,20.5,0.0
Hospital Universitario Infanta Leonor â†’ Hospital General Universitario Gregorio Marañón,4.0,0.0,10.25,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Universitario 12 de Octubre,4.0,0.0,9.75,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Universitario Rey Juan Carlos,4.0,0.0,20.0,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Enfermera Isabel Zendal,4.0,0.0,17.25,0.0
Hospital Universitario La Paz â†’ Hospital General Universitario Gregorio Marañón,4.0,0.0,6.0,0.0
Hospital Universitario La Paz â†’ Hospital Universitario de La Princesa,4.0,0.0,6.75,0.0
Hospital Universitario La Paz â†’ Hospital Virgen de la Torre,4.0,0.0,13.0,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital General Universitario Gregorio Marañón,4.0,0.0,33.25,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,10.25,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Enfermera Isabel Zendal,4.0,0.0,15.75,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario de Getafe,4.0,0.0,14.75,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario del Sureste,4.0,0.0,36.75,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,4.0,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Clínico San Carlos,4.0,0.0,7.5,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Universitario Fundación Alcorcón,4.0,0.0,21.0,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Universitario Infanta Leonor,4.0,0.0,13.0,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Universitario de Torrejón,4.0,0.0,19.25,0.0
Hospital Universitario Rey Juan Carlos â†’ Hospital Enfermera Isabel Zendal,4.0,0.0,30.75,0.0
Hospital Universitario Santa Cristina â†’ Hospital Carlos III,4.0,0.0,5.75,0.0
Hospital Universitario Santa Cristina â†’ Hospital General Universitario Gregorio Marañón,4.0,0.0,4.75,0.0
Hospital Universitario Santa Cristina â†’ Hospital Universitario de Fuenlabrada,4.0,0.0,17.25,0.0
Hospital Universitario Severo Ochoa â†’ Hospital Central de la Cruz Roja San José y Santa Adela,4.0,0.0,14.5,0.0
Hospital Universitario Severo Ochoa â†’ Hospital Universitario 12 de Octubre,4.0,0.0,13.0,0.0
Hospital Universitario Severo Ochoa â†’ Hospital Universitario Infanta Leonor,4.0,0.0,15.75,0.0
Hospital Universitario de Fuenlabrada â†’ Hospital Cantoblanco,4.0,0.0,21.25,0.0
Hospital Universitario de Fuenlabrada â†’ Hospital Universitario 12 de Octubre,4.0,0.0,13.75,0.0
Hospital Universitario de Fuenlabrada â†’ Hospital Universitario del Henares,4.0,0.0,25.0,0.0
Hospital Universitario de Getafe â†’ Hospital Carlos III,4.0,0.0,16.0,0.0
Hospital Universitario de Getafe â†’ Hospital Universitario Puerta de Hierro Majadahonda,4.0,0.0,19.75,0.0
Hospital Universitario de Getafe â†’ Hospital Virgen de la Torre,4.0,0.0,15.0,0.0
Hospital Universitario de La Princesa â†’ Hospital Universitario de Getafe,4.0,0.0,15.75,0.0
Hospital Universitario de Móstoles â†’ Hospital Clínico San Carlos,4.0,0.0,20.75,0.0
Hospital Universitario de Móstoles â†’ Hospital Universitario Infanta Cristina,4.0,0.0,10.75,0.0
Hospital Universitario de Torrejón â†’ Hospital General Universitario Gregorio Marañón,4.0,0.0,23.75,0.0
Hospital Universitario de Torrejón â†’ Hospital Universitario Príncipe de Asturias,4.0,0.0,18.5,0.0
Hospital Universitario del Sureste â†’ Hospital Universitario La Paz,4.0,0.0,22.75,0.0
Hospital Virgen de la Torre â†’ Hospital Enfermera Isabel Zendal,4.0,0.0,14.5,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Fundación Jiménez Díaz,4.0,0.0,11.75,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Infanta Cristina,4.0,0.0,19.0,0.0
Hospital Virgen de la Torre â†’ Hospital Universitario Ramón y Cajal,4.0,0.0,13.0,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital El Escorial,3.0,0.0,6.333333333333333,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Universitario 12 de Octubre,3.0,0.0,32.666666666666664,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Universitario de La Princesa,3.0,0.0,30.0,0.0
Hospital Asociado Universitario Guadarrama â†’ Hospital Universitario de Torrejón,3.0,0.0,43.666666666666664,0.0
Hospital Cantoblanco â†’ Hospital Asociado Universitario Guadarrama,3.0,0.0,34.333333333333336,0.0
Hospital Cantoblanco â†’ Hospital Carlos III,3.0,0.0,13.333333333333334,0.0
Hospital Cantoblanco â†’ Hospital General Universitario Gregorio Marañón,3.0,0.0,17.333333333333332,0.0
Hospital Cantoblanco â†’ Hospital Infantil Universitario Niño Jesús,3.0,0.0,16.0,0.0
Hospital Cantoblanco â†’ Hospital Universitario Ramón y Cajal,3.0,0.0,8.0,0.0
Hospital Cantoblanco â†’ Hospital Universitario Rey Juan Carlos,3.0,0.0,25.0,0.0
Hospital Cantoblanco â†’ Hospital Universitario Severo Ochoa,3.0,0.0,25.666666666666668,0.0
Hospital Carlos III â†’ Hospital Universitario Fundación Alcorcón,3.0,0.0,19.333333333333332,0.0
Hospital Carlos III â†’ Hospital Universitario Infanta Sofía,3.0,0.0,13.666666666666666,0.0
Hospital Carlos III â†’ Hospital Universitario La Paz,3.0,0.0,6.666666666666667,0.0
Hospital Carlos III â†’ Hospital Universitario de Torrejón,3.0,0.0,25.666666666666668,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Central de la Defensa Gómez Ulla,3.0,0.0,6.0,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital General Universitario Gregorio Marañón,3.0,0.0,6.333333333333333,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Universitario José Germain,3.0,0.0,16.333333333333332,0.0
Hospital Central de la Cruz Roja San José y Santa Adela â†’ Hospital Universitario del Sureste,3.0,0.0,25.666666666666668,0.0
Hospital Central de la Defensa Gómez Ulla â†’ Hospital Asociado Universitario Guadarrama,3.0,0.0,37.0,0.0
Hospital Central de la Defensa Gómez Ulla â†’ Hospital Universitario Fundación Jiménez Díaz,3.0,0.0,8.666666666666666,0.0
Hospital Central de la Defensa Gómez Ulla â†’ Hospital Universitario de Getafe,3.0,0.0,10.666666666666666,0.0
Hospital Central de la Defensa Gómez Ulla â†’ Hospital Universitario de Móstoles,3.0,0.0,15.666666666666666,0.0
Hospital Clínico San Carlos â†’ Hospital Central de la Defensa Gómez Ulla,3.0,0.0,8.666666666666666,0.0
Hospital El Escorial â†’ Hospital General Universitario Gregorio Marañón,3.0,0.0,31.666666666666668,0.0
Hospital El Escorial â†’ Hospital Universitario 12 de Octubre,3.0,0.0,34.333333333333336,0.0
Hospital El Escorial â†’ Hospital Universitario Infanta Cristina,3.0,0.0,37.0,0.0
Hospital El Escorial â†’ Hospital Universitario Infanta Leonor,3.0,0.0,34.666666666666664,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Infantil Universitario Niño Jesús,3.0,0.0,14.333333333333334,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario Dr. Rodríguez Lafora,3.0,0.0,14.333333333333334,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario General de Villalba,3.0,0.0,31.0,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario Infanta Leonor,3.0,0.0,8.666666666666666,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario de Fuenlabrada,3.0,0.0,25.333333333333332,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Universitario del Henares,3.0,0.0,14.666666666666666,0.0
Hospital Enfermera Isabel Zendal â†’ Hospital Virgen de la Torre,3.0,0.0,12.333333333333334,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Carlos III,3.0,0.0,7.333333333333333,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Universitario Infanta Elena,3.0,0.0,25.0,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Universitario Puerta de Hierro Majadahonda,3.0,0.0,16.666666666666668,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Universitario Ramón y Cajal,3.0,0.0,7.0,0.0
Hospital General Universitario Gregorio Marañón â†’ Hospital Universitario de Torrejón,3.0,0.0,22.0,0.0
Hospital Infantil Universitario Niño Jesús â†’ Hospital Cantoblanco,3.0,0.0,11.0,0.0
Hospital Infantil Universitario Niño Jesús â†’ Hospital Central de la Cruz Roja San José y Santa Adela,3.0,0.0,7.333333333333333,0.0
Hospital Infantil Universitario Niño Jesús â†’ Hospital Virgen de la Torre,3.0,0.0,10.0,0.0
Hospital La Fuenfría â†’ Hospital Asociado Universitario Guadarrama,3.0,0.0,13.0,0.0
Hospital La Fuenfría â†’ Hospital Universitario Infanta Cristina,3.0,0.0,62.0,0.0
Hospital La Fuenfría â†’ Hospital Universitario Infanta Sofía,3.0,0.0,36.0,0.0
Hospital La Fuenfría â†’ Hospital Universitario Ramón y Cajal,3.0,0.0,36.0,0.0
Hospital La Fuenfría â†’ Hospital Universitario de Getafe,3.0,0.0,46.666666666666664,0.0
Hospital La Fuenfría â†’ Hospital Virgen de la Torre,3.0,0.0,45.0,0.0
Hospital Universitario 12 de Octubre â†’ Hospital Universitario de Getafe,3.0,0.0,10.0,0.0
Hospital Universitario 12 de Octubre â†’ Hospital Universitario de Móstoles,3.0,0.0,16.666666666666668,0.0
Hospital Universitario Dr. Rodríguez Lafora â†’ Hospital Asociado Universitario Guadarrama,3.0,0.0,40.333333333333336,0.0
Hospital Universitario Dr. Rodríguez Lafora â†’ Hospital General Universitario Gregorio Marañón,3.0,0.0,18.666666666666668,0.0
Hospital Universitario Dr. Rodríguez Lafora â†’ Hospital Universitario Fundación Alcorcón,3.0,0.0,27.666666666666668,0.0
Hospital Universitario Dr. Rodríguez Lafora â†’ Hospital Universitario Fundación Jiménez Díaz,3.0,0.0,15.333333333333334,0.0
Hospital Universitario Dr. Rodríguez Lafora â†’ Hospital Universitario Ramón y Cajal,3.0,0.0,8.75,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Central de la Cruz Roja San José y Santa Adela,3.0,0.0,15.0,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Universitario Rey Juan Carlos,3.0,0.0,4.333333333333333,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Universitario de La Princesa,3.0,0.0,16.0,0.0
Hospital Universitario Fundación Alcorcón â†’ Hospital Universitario de Móstoles,3.0,0.0,5.333333333333333,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Central de la Cruz Roja San José y Santa Adela,3.0,0.0,4.666666666666667,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Enfermera Isabel Zendal,3.0,0.0,8.666666666666666,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Universitario Príncipe de Asturias,3.0,0.0,27.666666666666668,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Universitario Puerta de Hierro Majadahonda,3.0,0.0,12.666666666666666,0.0
Hospital Universitario Fundación Jiménez Díaz â†’ Hospital Universitario de La Princesa,3.0,0.0,6.333333333333333,0.0
Hospital Universitario General de Villalba â†’ Hospital Universitario 12 de Octubre,3.0,0.0,32.0,0.0
Hospital Universitario General de Villalba â†’ Hospital Universitario Severo Ochoa,3.0,0.0,39.0,0.0
Hospital Universitario General de Villalba â†’ Hospital Universitario del Henares,3.0,0.0,37.333333333333336,0.0
Hospital Universitario General de Villalba â†’ Hospital Universitario del Sureste,3.0,0.0,50.0,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Central de la Cruz Roja San José y Santa Adela,3.0,0.0,18.333333333333332,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Universitario 12 de Octubre,3.0,0.0,14.666666666666666,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Universitario Dr. Rodríguez Lafora,3.0,0.0,30.666666666666668,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Universitario del Sureste,3.0,0.0,22.333333333333332,0.0
Hospital Universitario Infanta Cristina â†’ Hospital Virgen de la Torre,3.0,0.0,16.333333333333332,0.0
Hospital Universitario Infanta Elena â†’ Hospital Carlos III,3.0,0.0,20.0,0.0
Hospital Universitario Infanta Elena â†’ Hospital General Universitario Gregorio Marañón,3.0,0.0,17.0,0.0
Hospital Universitario Infanta Elena â†’ Hospital Universitario Severo Ochoa,3.0,0.0,10.666666666666666,0.0
Hospital Universitario Infanta Elena â†’ Hospital Universitario de Fuenlabrada,3.0,0.0,9.666666666666666,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Infantil Universitario Niño Jesús,3.0,0.0,9.666666666666666,0.0
Hospital Universitario Infanta Leonor â†’ Hospital La Fuenfría,3.0,0.0,49.333333333333336,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Universitario del Henares,3.0,0.0,8.666666666666666,0.0
Hospital Universitario Infanta Leonor â†’ Hospital Virgen de la Torre,3.0,0.0,3.6666666666666665,0.0
Hospital Universitario Infanta Sofía â†’ Hospital La Fuenfría,3.0,0.0,42.666666666666664,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Universitario General de Villalba,3.0,0.0,34.0,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Universitario Puerta de Hierro Majadahonda,3.0,0.0,32.333333333333336,0.0
Hospital Universitario Infanta Sofía â†’ Hospital Universitario de Getafe,3.0,0.0,32.666666666666664,0.0
Hospital Universitario José Germain â†’ Hospital Central de la Cruz Roja San José y Santa Adela,3.0,0.0,14.666666666666666,0.0
Hospital Universitario José Germain â†’ Hospital General Universitario Gregorio Marañón,3.0,0.0,13.333333333333334,0.0
Hospital Universitario La Paz â†’ Hospital Enfermera Isabel Zendal,3.0,0.0,12.333333333333334,0.0
Hospital Universitario La Paz â†’ Hospital Universitario Fundación Alcorcón,3.0,0.0,15.666666666666666,0.0
Hospital Universitario La Paz â†’ Hospital Universitario Príncipe de Asturias,3.0,0.0,21.666666666666668,0.0
Hospital Universitario La Paz â†’ Hospital Universitario de Fuenlabrada,3.0,0.0,20.0,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Carlos III,3.0,0.0,36.666666666666664,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Central de la Defensa Gómez Ulla,3.0,0.0,40.666666666666664,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario Infanta Sofía,3.0,0.0,26.333333333333332,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario de Fuenlabrada,3.0,0.0,38.666666666666664,0.0
Hospital Universitario Príncipe de Asturias â†’ Hospital Universitario de Torrejón,3.0,0.0,27.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Asociado Universitario Guadarrama,3.0,0.0,24.333333333333332,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario Fundación Alcorcón,3.0,0.0,12.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario General de Villalba,3.0,0.0,17.666666666666668,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario Ramón y Cajal,3.0,0.0,13.333333333333334,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario Santa Cristina,3.0,0.0,14.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda â†’ Hospital Universitario de Torrejón,3.0,0.0,29.333333333333332,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Central de la Defensa Gómez Ulla,3.0,0.0,11.0,0.0
Hospital Universitario Ramón y Cajal â†’ Hospital Infantil Universitario Niño Jesús,3.0,0.0,8.666666666666666,0.0
